0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290
6.15 웃남 저녁공 후기 우선 난 쿄릭으로 뮤 입덕했음(애배와 본진사이 어디쯤?,)웃남은 초연때 봤었는데 그때도 내용은 좀 지루해서 3번쯤 봄(팬텀을 훨씬 많이 가게 되더라)연기할때 특유의 어색한 부분 약간 있지만 넘버 항상 극호라..,이번 웃남은 연기에서 힘이 많이 빠진거 같아 자연스럽고 좋았음나무 위의 천사는 발라드 같은 넘버라 감미롭고 콘서트 간 분위기..,근데 2부 넘버도 전반적으로 힘을 뺀 느낌과 달라진 발성이 개인적으로 아쉬워..,모두의 세상도 그렇고.,그눈을 떠도 원래는 소리를 모아서 밀어서 크게 질러서 불렀다면 어제는 좀 끊어서 뱉듯이 부르는 느낌 이랄까,"커튼콜때의 그눈을 떠는 힘주어서 두껍게 이전처럼 부르는 거 보면 일부러 그러는거 같기도함여튼 초연 때랑은 발성이나 소리가 좀 달라짐(콘서트때의 가요발성에 가깝게,,) 개인적으로 예전의 뮤발성을 더 좋아해서 살짝 아쉬움..",극은 전에도 그랬듯이 1부 지루..,서사가 부족하게 느껴짐..,계속 도입부만 있다,2부되고...,그눈을떠-웃는남자 넘버로 몰아치고 그냥 끝나는 느낌무대나 연출은 멋있는데 이상하게 와 닿지가 않음양파파 하데스때 좋게 보고 웃남으로는 처음인데 서사는 이분이 혼자 쌓으시는 듯..,소리데아는 프랑켄앙 출신이라 그래서 궁금했는데 깔끔하게 넘버 소화하고 연기도 괜찮았음향시아나 처음봤는데 잘하더라...,그리고 기술적인 문제들...,마이크 물먹은 소리 나고..,답답하게 들렸다 괜찮아졌다를 반복함.,무대서 덜컹하는 소리도 나고 수레는 뭐에 걸리고..,아직 음향도 덜 잡힌 느낌...,첫주니까 좋아지겠지?,남자 관객들 많은데 놀랐음!,그눈을떠 넘버 끝나고 거의 앵콜 나올 분위기...,쿄 여전히 너무 잘하고 다시 봐서 너무 좋고 계속 활동해주길...,오랜만에 다같이 환호하며 본 공연이라 속이 다 시원했다,코로나가 끝난건 아니어도 ..,이런 분위기에서 공연 볼수 있어서 너무 좋고..,뿌듯!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 끝 불판 기다리다 올렸엉은윈 찢었다,마지막 셋이서 춤추는데 왜 웃는데 눈물나지...,(불판 세울생각 못했어서 급 올렸어  양해부탁해),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃남넘버 웃남그닥안땡겨서 안보다가 본진해서 이번에 자첫했는데 자첫하고도 본진이뿐거랑 그눈을떠랑 웃는남자?,웃는놈?,그거부르는것만 남았었는데유튭에 넘버들 몇번돌려들으니이거 계속감기네 웃남,넘 동화같아서 으잉?,했는데 넘버때메 스토리 제대로 내가 눈떳다증말 또 통장작살나는소리들리는구만....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 눈물은 강물에 넘버 나만 슬프냐샹 저번에 자첫했을 때도 이 부분 나올 때 울뻔한거 참고 눈물 그렁그렁 매달고 봤는데노래 듣기만해도 눈물 날거 같음....,데아야지금 유튜브에서 영상 보다가 과몰입해서 이러는거 맞음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 호불호 세종 강불호 후기;; 초연때는 갈까?,하다가 안가고 재연때는 개인적으로 휴덕하고있었어서 안보고3연 오기만 기다리고있었는데 자리 없어서 포기했다가 세종에서 잡으면 된다는 얘기 보고 잡아서 갔음3층 중블이고 무대도 적당히 잘보이고 시방도 없었고 오글 쓰면 배우 얼굴도 보이는정도보통 자첫할때 아무런 정보 안찾아보고 가는 편이라서 그 눈을떠+웃는남자 +우르수스 넘버 정도만 알고있었고 내용은 아예 모르는 상황으로 갔음1막은...,진짜 그냥 잔잔 그 자체였음배타고 막 누가 가다가 항아리같은거 버리고 가고 그윈플렌이 남겨져서 아기 데리고 우르수스 만남 => 우르수스 넘버갑자기 무도회 하다가 갑자기 웃는남자팀 공연하다가 그윈플렌 데려가서 조시아나 노래 부르고 그와중에 데이빗?,경은 갑자기 데아한테 찝쩍대고슬퍼서 강물에서 발차기하면서 노래하다가 그윈이랑 데아가 노래부르고 갑자기 또 납치당해서 니가 사실 진짜 아들이다!,정신차리니까 1막이 끝나있었음1막에서는 딱히 막 호나 불호 그런거 없었는데 이게 세종 음향때문에 배우들(특히 앙들) 대사가 진짜 안들려서 그랬던거같음 2막은 대체로 호+불호였음그윈플렌이 갑자기 부자되서 방방뛸때는 너무 귀여웠는데 갑자기 조시아나랑 뜨밤 보내기 시작함페드로?,뒤통수칠거는 너무 예상하고있었고 데아한테 아부지가 성대모사해서 그윈 살아있는척 할때는 약간 찡한느낌갑자기 데이빗?,경이랑 칼싸움 하더니 과거회상함 (과거회상이 먼저인가?)그러다가 빨간옷에 하얀가발 쓰고 나오는거 보자마자 아니 벌써 그눈을떠 라고??,거짓말 내 시간은 어디간것인가그리고 그눈을떠+웃는남자 = 개미쳤음 세종 음향을 뚫고 나오는 노래근데 이 뒤부터는 개인적으로 강불호였음웃는남자 이후 가발벗고 모든걸 버리고 가족들한테 돌아가는 서사 너무 좋았는데데아가 시름시름 앓고 있다가 그윈플렌 만났을때 확 살아나길래 오 셋이서 행복하게 살았습니다,인가?,갑자기;; 픽 쓰러지는데 여기서부터 너무 몰입이 안됐음 데아를 꼭 죽였어야했나??,물론 심장 약하다는 설정이 있긴 했지만;; 억지신파를 위해서 캐릭터 버린다는 느낌이 너무 강하게 들었음...,거기에 그윈플렌이 슬퍼서 지르는 노래 하나 추가하고 싶어서 죽인 느낌도 있었는데갑자기 그윈플렌이 데아 안고 바다에 빠져서 같이 죽고 와이어 타고 춤추기 시작함????,이때 내 심정은 우르수스 그 자체였음뭐지???,내가 지금 뭘 보고 있는거지?,내가 지금 꿈을 꾸고있는건가차라리 그냥 셋이모이고 다같이 웃는남자 공연 다시 하면서 해피해피하게 끝냈으면 훨씬 좋았을거 같은데 너무 아쉬웠음쿄윈플렌은 예전에 팬텀때는 쿄가 연기하는 에릭이라는 느낌이 있었는데 이번엔 몰입해서 본것 같음 노래야 뭐 당연히 미쳤고 연기는 훨씬 좋아진느낌향시아나는 진짜 이번 공연은 향의 재발견이라고 할정도로 나한테 아예 느낌이 바뀌게됨 진짜 그 세종의 이어폰같은 음향을 뚫고 나오는 성량이나 연기나 최고였음나머지 배우들이야 뭐 항상 믿고 보는 분들 변함없는 느낌 그대로였고 대신 세종 음향이 너무 아쉬워서 그걸 못뚫고 나오는게 좀 많이 아쉬웠음진짜...,세종은...,무대 올리지 말자...,아니면 스피커좀 더놓자...,음향 자체도 구리긴 한데 그 넓은 공간에 비해 스피커가 너무 적은 느낌임;;세종의 장점이 있다면 꼭좀 가르쳐줘 좌석이 많다??,5호선 근처다?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 끝 불판이 안올라오네,향시아나가 미쳤음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
죄송하지만 웃는남자는 어디서 예매하나요?,예매처가 여러군데로 나눠져있나요?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자티몬할인 10시에 또하는거 같은데?!!-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 2층 맨앞  vs 1층 뒤쪽  그래도 1층 뒤쪽이 낫겠죠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
질문글) 웃는남자 질문이 있어!,머글친구 데리고 자첫했는데 끝나고 나와서 거기에 나오는 곰있잖아,그 커다란 볼 타고 나오던!,그분 진짜 서커스단 데리고 온건지 아니면 앙상블이 연습해서 하는건지,궁금해하더라,근데 나도 웃는남자 아예 처음이라..,대답 못해줬어,그분 앙상블이시겠지?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
뉴비의 12일 웃남 밤공 후기 뮤지컬 제대로 본 건 2번밖에 없는 뉴빈데후기가 도움될진 모르겠다만...,웃남,후기 많이 있음 좋겠다길래 써봄당연히 뉴깡도 처음 봄1.,자리3층 중중블 2열앞에 사람 없어서 좋긴한데앉은 키에따라 다르겠지만 허리 펴고 앉으면 딱 안가리고 편하게 앉으면 앞무대(단차 내려가는 부분)부터 난간에 가림암전때 고쳐앉느라 힘들었다..,근데 오글쓰니까 잘 보이고 3층 생각보다 안 멀어서(3층 처음가봄... 콘서트만 갔다와본 시점) 너무 만족함근데 원래 스피커에서 반주든 뭐든 틀 때 지지직..,소리 나는 게 들려?,첨에 그게 거슬렸음..,2.,연출 (여기부터 스포?),난 바이올린 연주자 나오는 거랑 그림자 연출이 좋았음첨에는 바이올린 연주자보고 저 사람은 뭐지?,했는데 거의 마지막이랑 극 끝에 나오는 거 보고 감탄함 바이올린 소리도 좋고....,3.,박강현나는 진짜 극호였음그 눈을 떠는 뉴깡 소리 단단하고 담백하고 너무 좋더라,후기보니까 일요일 공연땐 덜 담백했던거래서 놀라긴함 그리고 몸 너무 잘쓰더라그 조시아나에 의해서 옷 하나하나 벗겨질때 감탄함 (몸을 본 게 아니라 그 피하면서 움직이는 거...,)조시아나랑 첨 보고 그 의자에서 있던 거도 그렇고 귀여웠음...,4.,넘버뻘소리로 넘버 제목 왜 그 눈을 떠인지 몰랐는데(가사 제대로 몰랐었음) 1막 볼땐 아 데아때문인가..?,하다가 나오니까 아니었음  예상이 죄다 틀려,난 모두의 세상이 너무 좋았음 지금도 다시 듣고있어 앞으로 오래 들을 듯그리고 행복할권리 멜로디가 좋았는데 1막에서 기억해서 그런건지 데이빗경 버전이 더 좋더라,이상하게 그 담에 기억에 남는 건 캔잇비..,당연히 그 눈을 떠랑 웃는남자는 분위기 자체에 압도당해서 완전 집중해서 봄 뉴깡 너무 잘해서 감탄하고 실실 웃으면서 봤어,사실 5.,스토리결말이 허무하긴했는데난 조시아나 캐릭터가 좋았음신영숙배우님 팬텀에서 봤었는데 이미지 달라져서 놀랐음 너무조아...,조시아나가 좋았던 이유가 그냥 젤 솔직한 캐인거 같아서..?,귀족이라도 어차피 결핍이 있고 안 행복하다는 걸 보여주기도 했고 그윈한테 관심 가지는 것도 약간 다른 맥락이지만 한번쯤 사람이라면 본인이 사랑하는 사람한테 대입해서 해볼만한 생각이라서 공감됐어,근데 사실 내가 스토리 완벽하게 이해한게 아닐지도 몰라서 조심스럽긴하다,그리고 가난한 사람들이 그윈플렌보고 웃는 거 보고 우르수스가 말하는 장면에서 남의 불행에서 행복해지는 그런 맥락으로 느껴졌는데 내가 아는 노래중에 그래서 우린 서로의 불행이자 행복이라는 맥락의 가사 있는데 그런 거 생각나서 좋았음근데 후기 이렇게까지 적는 거 맞나..?,너무 개인적인 감상이 많네..,반응보고 아니면 삭제할게 쪽팔려,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
) 웃남,캔잇비 어제 웃남,보고 나서 분명 내 귀랑 심장은그눈떠 웃는남자에 반응했는데왜 하루 지나고 나니 은윈플렌 캔잇비가계속 귓구녕에 맴도는거냐?,분명 어제 나는 은윈플렌 힘 쫙뺀1막에서 약불호였는데.,좀 더 진성으로불러줘요.,은언니 이러면서.캔잇비 고막에서 나가게 하는 방법 좀 알려주라.,통화하다,나도 모르게 이거 흥얼거리고 있음.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
은언니 웃는남자 부를 때 키를 낮췄나?,내가 원래 알던 키보다 좀 낮다고 들렸는데 아닌가..?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
머글시절 세종 시야 후기 뮤덕되기 전에 머글시절에도 뮤지컬 좋아해서 1년에 6~8번정도씩 보러 다녔었는데 이번에 본진이 세종 온다는 소식 듣고 예전에 세종 어디 앉았었나 찾아봤거든,세종 너무 넓어서 잘 안보인다는 글이 많은데 나는 그때 시야가 되게 괜찮았던 기억이 있어서근데 완전....,안좋은자리였더라고  지금은 절대 안갈 자리 그때 같은 머글 친구랑 갔었는데 둘다 보면서 시야 괜찮네 좋다 잘보인다,이러면서 봤었어,심지어 오글도 없이좌석표 보니까 저 노란색 표시된 부분에 앉았었더라,그냥 지금 보니까 머글시절 자리에 참 관대했구나 생각이 들어서 올려봐어제 웃는남자 d구역 중앙 가까운 4열에서 보고왔는데 반대편으로 갈때 꽤 멀어서 목아프다..,이러면서 보고 왔는데 저떄는 어떻게 봤나 몰라,지금보니 1층 E열이 S석이라는 것도 놀랍네..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
늅) 세종문화회관 대극장 관련 질문 글 쓰는게처음이라 형식에 맞지 않으면 수정하겠습니다.,죄송합니다.,샤롯데랑 지방공연장만 가봤습니다.,이번에 부모님을 데리고 웃는남자를 보러가게 되었습다.,2층 앞열인데 저는 공연 전체적인 모습을 좋아하지만 혹시 몰라서오글 대여해드리려고 하는데 저녁 공연이면 대부분 몇 시간 전에가서 대여들하실까요?,로비 오픈부터 대여가 가능하다고만 들어서 미리 갈까 싶은데..,물어볼 곳이 마땅히 없어,여기에 올려봅니다.,잘못된게 있으면 삭제하겠습니다.,감사합니다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
나 웃는남자 이해 못 한 부분 설명해 줄 수 있는 사람..?,뮤지컬 잘 모르는 머글인데오늘 박은태님 그윈 웃는남자 너무 재미있게 보고 옴무대 연출 너무 좋더라,"암튼 내가 궁금한 건 그윈이 ""그눈을 떠""부르고 의회에서 조롱 당하고 자기가 가진 거 다 버리고 떠나고 나서 남겨진 조시아나 공작부인이 페드로한테너가 불순한 의도로 병 뒤지고 다닌 거 안다, 떠나라는 식으로 신경질 내자나 그러니까 페드로도 뭔가 말 하려다가 알겠다고 하고 떠나구...",근데 난 그 전까지는 페드로가 주인에 대한 충성심으로 병마개 제거사 해서 적자인 그윈을 찾은 좋은 사람으로 생각했고든...??,페드로 나쁜 사람이야?,무슨 불순한 의도로 그윈을 찾은거야??,아는 사람??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 끝 인터바발임양커도 내 눈물버튼이 될 수 있는거임?레전이야..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 인터 아니 존나 쫄깃쫄깃한데?????,경력직페어으 힘인가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+ )웃남 보고나서 느낀 이상한 감정 (자첫임) 오늘 낮공 보고옴 1막은 진짜 스토리 왤케 재미없어  중간중간 딴 생각나서 억지로 극 몰입할려고 애썼어.,뭔가 극 자체에 긴박감이 없어서 더 그랬던거같아.,인터때 잡아둔 표 어쩌지,이러면서 한숨 걱정 푹푹 쉬다가 2막 때 근심가득하게 앉아서보다 모두의세상 그눈을떠 웃는남자 파바박 쳐맞고 헤롱헤롱대고있는데 갑자기 엉엉 울다가 하늘로 뿅 승천하길래 이결말은 뭘까 다시 허무이러다가 커튼콜때 허거덩,하고 나왔는데 이 감정을 모르겠다,자첫이라 그런가,한번만 더 찍어먹어보면 마음이 바뀌기도 해?,(혹시 이것도 불호글축에 속하면 차내려서 추가할게),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 끝  은윈플렌 2막이 찐이네모세 눈을떠 웃는남자까지 미쳤어..,웃느남자 끝에 샤우팅 진짜 깜짝놀랐음컷콜 마지막 셋이 막춤추는거 왕귀왕웃였음걸어가다 급하게 티켓 추가!-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
웃는남자 인터 은언니 꿈일까 구름위의천사 귀녹네 녹아,근데 연극끝나고 대사 칠때 틀린거 맞지??,나무는 가난한 자들의 지옥이라고 한거같은데,맞나??-,dc official App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
